League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2022,Mitrov,Mihailo,29.0,,North Macedonia,Skopje,Midfielder,,5.0,125.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Stojanovski,Filip,28.0,,North Macedonia,Skopje,Defender,,3.0,60.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Fazli,Samir,33.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,13.0,794.0,4.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Todorovski,Blagoja,39.0,Skopje,North Macedonia,Skopje,Defender,,8.0,676.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2022,Khalid,Abdul Basit,28.0,,Ghana,Makedonija GjP,Attacker,,6.0,74.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Popzlatanov,Jovan,28.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,14.0,947.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Nastevski,Mario,29.0,,North Macedonia,Skopje,Midfielder,,16.0,674.0,10.0,10.0,10.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Najdoski,Dino,32.0,Belgrade,North Macedonia,Skopje,Defender,,26.0,2333.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,8.0,1.0,0.0,,,,,
First League,2022,Dimov,Hristijan,24.0,,North Macedonia,Skopje,Defender,,17.0,1253.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Galevski,Ivan,28.0,,North Macedonia,Akademija Pandev,Attacker,,11.0,517.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Jusuf,Mustafa,24.0,,North Macedonia,Skopje,Midfielder,,5.0,297.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Hristovski,Gordijan,21.0,,North Macedonia,Skopje,Defender,,6.0,356.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
First League,2022,Andonovski,Marko,23.0,,North Macedonia,Skopje,Defender,,2.0,97.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Dani,Mrgim,30.0,,North Macedonia,Skopje,Midfielder,,11.0,87.0,11.0,11.0,11.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Mitev,Petar,26.0,Skopje,North Macedonia,Skopje,Goalkeeper,,9.0,736.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Velkovski,Vele,20.0,,North Macedonia,Skopje,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Stojmenov,Gorast,22.0,,North Macedonia,Skopje,Defender,,1.0,46.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Dinev,David,22.0,,North Macedonia,Skopje,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Daci,Besmir,20.0,Skopje,North Macedonia,Skopje,Midfielder,,6.0,278.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Manev,Kosta,31.0,,North Macedonia,Akademija Pandev,Defender,,5.0,422.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Stojchevski,Filip,25.0,,North Macedonia,Sileks,Midfielder,,23.0,1229.0,10.0,10.0,10.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Gjorgiev,Pepi,30.0,,North Macedonia,Shkupi 1927,Attacker,,13.0,357.0,11.0,11.0,11.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Stoilov,Gjorgi,29.0,,North Macedonia,Makedonija GjP,Midfielder,,23.0,1637.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2022,Mishevski,Filip,33.0,,North Macedonia,Makedonija GjP,Defender,,29.0,2587.0,0.0,0.0,0.0,,,6.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Pecov,Hristijan,30.0,,North Macedonia,Makedonija GjP,Defender,,12.0,865.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Ilievski,Bojan,25.0,,North Macedonia,Makedonija GjP,Defender,,22.0,1722.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
First League,2022,Stevkovski,Hristijan,25.0,,North Macedonia,Makedonija GjP,Goalkeeper,,28.0,2520.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Zlatkov,Aleks,22.0,,Slovenia,Shkupi 1927,Midfielder,,9.0,461.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Kudev,Ljupche,21.0,,North Macedonia,Bregalnica Štip,Midfielder,,11.0,292.0,7.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Dimitrievski,Mihail,22.0,,North Macedonia,Bregalnica Štip,Attacker,,28.0,1445.0,12.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Miholov,Dino,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,8.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Slavkov,Aleksej,19.0,,North Macedonia,Makedonija GjP,Midfielder,,2.0,50.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Samake,Adama,22.0,,Côte d'Ivoire,Makedonija GjP,Midfielder,,26.0,1938.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2022,Kolev,Petar,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Hadzhi-Kimov,Blagoj,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Mandak,Edi,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Aliji,Altin,18.0,,North Macedonia,Makedonija GjP,Attacker,,2.0,9.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Sekovski,Darko,18.0,Skopje,North Macedonia,Makedonija GjP,Midfielder,,3.0,73.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Slavkov,Maksim,19.0,Skopje,North Macedonia,Makedonija GjP,Defender,,4.0,223.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Đurić,Dejan,26.0,,Serbia,FK Rabotnicki,Defender,,22.0,1907.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2022,Siljanovski,Goran,34.0,Tetovo,North Macedonia,Bregalnica Štip,Defender,,28.0,2423.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,14.0,0.0,0.0,,,,,
First League,2022,Brdarovski,Vladica,34.0,Bitola,North Macedonia,Shkupi 1927,Defender,,25.0,1845.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2022,Lemos Da Silva,Matheus,27.0,Rio de Janiero,Brazil,Makedonija GjP,Midfielder,,29.0,1866.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2022,Duranski,Filip,33.0,Skopje,North Macedonia,Skopje,Midfielder,,11.0,970.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Kalpachki,David,24.0,,North Macedonia,Bregalnica Štip,Defender,,14.0,1095.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Manevski,Mihail,25.0,,North Macedonia,Sileks,Defender,,22.0,1605.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Cvetanoski,Dejan,34.0,,North Macedonia,Sileks,Attacker,,12.0,214.0,12.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Blazhevski,Martin,32.0,Skopje,North Macedonia,Skopje,Midfielder,,8.0,663.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Gjorgjiev,Gjorgji,28.0,,North Macedonia,Bregalnica Štip,Midfielder,,28.0,2055.0,4.0,4.0,4.0,,,7.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2022,Mujezinović,Mustafa,31.0,Sarajevo,Bosnia and Herzegovina,Shkendija,Defender,,11.0,283.0,9.0,9.0,9.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Jahja,Abdulhadi,25.0,,North Macedonia,Struga,Attacker,,22.0,1031.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Gjurkovski,Aleksandar,22.0,Skopje,North Macedonia,Tikveš,Midfielder,,16.0,1329.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Ristovski,Marjan,28.0,,North Macedonia,Sileks,Midfielder,,29.0,2558.0,0.0,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2022,Velkovski,Metodija,24.0,,North Macedonia,Sileks,Goalkeeper,,4.0,360.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Omeragikj,Azer,22.0,,North Macedonia,Skopje,Attacker,,23.0,1491.0,4.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Donov,Ilija,23.0,,North Macedonia,Akademija Pandev,Midfielder,,24.0,1513.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Dimitrievski,Dimitrij,22.0,,North Macedonia,Bregalnica Štip,Midfielder,,24.0,827.0,16.0,16.0,16.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Gjorgjiev,Matej,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Adzhijev,Mario,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Markoski,Kire,29.0,Ohrid,North Macedonia,FK Rabotnicki,Attacker,,10.0,845.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Rasheed,Sodiq Anthony,24.0,,Nigeria,Skopje,Defender,,13.0,1170.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Gando Biala,Aime Marcelin,27.0,Loum,Cameroon,FK Rabotnicki,Midfielder,,24.0,1624.0,5.0,5.0,5.0,,,6.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Jusufi,Fatjon,29.0,Tetovo,North Macedonia,Struga,Midfielder,,24.0,958.0,18.0,18.0,18.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Stojanovski,Vlatko,27.0,Delčevo,North Macedonia,Shkendija,Attacker,,14.0,783.0,8.0,8.0,8.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Zahov,Kostadin,37.0,,North Macedonia,Shkendija,Goalkeeper,,16.0,1440.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Bilali,Sabit,27.0,Tetovo,North Macedonia,Shkendija,Midfielder,,11.0,562.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,
First League,2022,Sharkoski,Nikolche,30.0,,North Macedonia,FK Rabotnicki,Midfielder,,20.0,1259.0,7.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Adem,Ermedin,34.0,,North Macedonia,Makedonija GjP,Midfielder,,12.0,860.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Mustafa,Burhan,34.0,,North Macedonia,Akademija Pandev,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Hani,Agon,26.0,,North Macedonia,Pobeda,Defender,,22.0,1596.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2022,Kochoski,Valentin,27.0,,North Macedonia,Struga,Midfielder,,28.0,1475.0,14.0,14.0,14.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2022,Ziba,Arion,23.0,,North Macedonia,Struga,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Mazari,Atdhe,23.0,,Albania,FK Rabotnicki,Midfielder,,12.0,950.0,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Despotovski,Stefan,21.0,,Serbia,FK Rabotnicki,Defender,,12.0,1038.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Angelov,Matej,20.0,,North Macedonia,FK Rabotnicki,Midfielder,,27.0,1629.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2022,Manojlov,Nikola,18.0,,North Macedonia,FK Rabotnicki,Attacker,,8.0,184.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Todoroski,Filip,21.0,,North Macedonia,FK Rabotnicki,Midfielder,,7.0,182.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Miserdovski,Martin,22.0,,North Macedonia,FK Rabotnicki,Defender,,10.0,560.0,4.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Jakimov,Petar,19.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,1.0,9.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Rufati,Agron,25.0,Zagreb,Croatia,Akademija Pandev,Defender,,10.0,852.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Ilikj,Filip,27.0,Skopje,North Macedonia,FK Rabotnicki,Goalkeeper,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Stojkov,Dragan,36.0,Strumica,North Macedonia,Makedonija GjP,Midfielder,,12.0,911.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Alomeroviс,Sabahudin,27.0,Skopje,North Macedonia,FK Rabotnicki,Defender,,28.0,2325.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Ristevski,Aleksandar,32.0,,North Macedonia,Bregalnica Štip,Defender,,27.0,2360.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Cvetanoski,Matej,27.0,Skopje,North Macedonia,Akademija Pandev,Midfielder,,6.0,348.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Tomovski,Goran,26.0,,North Macedonia,Akademija Pandev,Midfielder,,23.0,985.0,12.0,12.0,12.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Milovanovikj,Daniel,26.0,,North Macedonia,Tikveš,Midfielder,,24.0,1391.0,9.0,9.0,9.0,,,4.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Alchevski,Marko,22.0,Bitola,North Macedonia,Akademija Pandev,Goalkeeper,,19.0,1710.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Gjorgjievski,Marko,24.0,,North Macedonia,Sileks,Attacker,,12.0,786.0,2.0,2.0,2.0,,,6.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Ivanovski,Zoran,24.0,,North Macedonia,Akademija Pandev,Defender,,18.0,877.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Jankulov,Georgije,23.0,,North Macedonia,Akademija Pandev,Midfielder,,13.0,1152.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Mukanov,Filip,22.0,,North Macedonia,Akademija Pandev,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Franco,Nahuel Ismael,23.0,San Lorenzo,Argentina,Akademija Pandev,Defender,,8.0,416.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Terziev,Spase,22.0,,North Macedonia,Akademija Pandev,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Stojanov,Kire,19.0,,North Macedonia,Akademija Pandev,Midfielder,,2.0,37.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Trajkov,Dimitar,20.0,Kavadarci,North Macedonia,Akademija Pandev,Midfielder,,27.0,1008.0,18.0,18.0,18.0,,,6.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Masevski,Damjan,23.0,Skopje,North Macedonia,Sileks,Attacker,,19.0,544.0,15.0,15.0,15.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Velkov,Andrej,18.0,,North Macedonia,Akademija Pandev,Defender,,1.0,10.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Andonov,Zoran,24.0,,North Macedonia,Bregalnica Štip,Attacker,,14.0,1110.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Milosavljević,Stefan,32.0,Kragujevac,Serbia,Sileks,Midfielder,,13.0,836.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Nikolič,Miloš,35.0,Svilajnac,Serbia,Sileks,Defender,,20.0,1362.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Stojkoski,Kristijan,33.0,,North Macedonia,Makedonija GjP,Attacker,,26.0,2041.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2022,Bozhinovski,Daniel,35.0,,North Macedonia,Sileks,Goalkeeper,,24.0,2160.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Serafimovski,Viktor,29.0,,North Macedonia,Sileks,Midfielder,,26.0,2248.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2022,Eftimov,Kristijan,25.0,Skopje,North Macedonia,Sileks,Defender,,13.0,891.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Richkov,Andrej,26.0,,North Macedonia,Sileks,Defender,,12.0,789.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2022,Spahiu,Ediz,23.0,,North Macedonia,Tikveš,Attacker,,27.0,1532.0,11.0,11.0,11.0,,,5.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Lazarevikj,Stefan,27.0,,North Macedonia,Makedonija GjP,Midfielder,,23.0,1697.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2022,Andov,Matej,23.0,,North Macedonia,Sileks,Goalkeeper,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Petkovski,Stojan,28.0,,North Macedonia,Tikveš,Midfielder,,17.0,453.0,14.0,14.0,14.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Varelovski,Aleksandar,36.0,,North Macedonia,Tikveš,Midfielder,,29.0,2580.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2022,Manasievski,David,23.0,Kumanovo,North Macedonia,Sileks,Midfielder,,28.0,1723.0,9.0,9.0,9.0,,,4.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Todorov,Martin,21.0,,North Macedonia,Tikveš,Midfielder,,4.0,35.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Rajkov,Bojan,26.0,,North Macedonia,Sileks,Defender,,24.0,1763.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Tasev,Danail,22.0,,North Macedonia,Tikveš,Midfielder,,26.0,1073.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Janevski,Igor,20.0,,North Macedonia,Sileks,Midfielder,,10.0,184.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Angjeleski,Darko,25.0,Prilep,North Macedonia,Sileks,Midfielder,,21.0,1056.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Mitkov,Kjire,22.0,,North Macedonia,Tikveš,Midfielder,,1.0,2.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Spasov,Gjoko,18.0,,North Macedonia,Tikveš,Midfielder,,4.0,42.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Çinari,Eraldo,28.0,Shkodër,Albania,Shkendija,Attacker,,14.0,1180.0,0.0,0.0,0.0,,,8.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2022,Gjurgjevikj,Fahrudin,32.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,11.0,547.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Zuka,Fisnik,29.0,,North Macedonia,Makedonija GjP,Midfielder,,15.0,1013.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Shala,Adenis,26.0,,Kosovo,Shkendija,Attacker,,30.0,1876.0,9.0,9.0,9.0,,,7.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2022,Abdula,Dzhelil,33.0,Tetovo,North Macedonia,Shkupi 1927,Defender,,10.0,623.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2022,Timovski,Angelche,30.0,,North Macedonia,Shkupi 1927,Defender,,14.0,543.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Stoimenovski,Oliver,25.0,,North Macedonia,Pobeda,Defender,,7.0,630.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2022,Karcheski,Daniel,32.0,,North Macedonia,Tikveš,Midfielder,,29.0,2142.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2022,Dimovski,Stojan,42.0,Skopje,North Macedonia,Tikveš,Goalkeeper,,14.0,1196.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Ćubara,Almir,27.0,,Bosnia and Herzegovina,Tikveš,Defender,,13.0,1126.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2022,Ivanovski,Ivan,29.0,,North Macedonia,Tikveš,Attacker,,22.0,1590.0,3.0,3.0,3.0,,,9.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2022,Rizov,Kristijan,28.0,,North Macedonia,Tikveš,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
